"","game_id","school","conference","home_away","opponent","opponent_conference","points","total_yards","net_passing_yards","completion_attempts","passing_tds","yards_per_pass","passes_intercepted","interception_yards","interception_tds","rushing_attempts","rushing_yards","rush_tds","yards_per_rush_attempt","first_downs","third_down_eff","fourth_down_eff","punt_returns","punt_return_yards","punt_return_tds","kick_return_yards","kick_return_tds","kick_returns","kicking_points","fumbles_recovered","fumbles_lost","total_fumbles","tackles","tackles_for_loss","sacks","qb_hurries","interceptions","passes_deflected","turnovers","defensive_tds","total_penalties_yards","possession_time","points_allowed","total_yards_allowed","net_passing_yards_allowed","completion_attempts_allowed","passing_tds_allowed","yards_per_pass_allowed","passes_intercepted_allowed","interception_yards_allowed","interception_tds_allowed","rushing_attempts_allowed","rushing_yards_allowed","rush_tds_allowed","yards_per_rush_attempt_allowed","first_downs_allowed","third_down_eff_allowed","fourth_down_eff_allowed","punt_returns_allowed","punt_return_yards_allowed","punt_return_tds_allowed","kick_return_yards_allowed","kick_return_tds_allowed","kick_returns_allowed","kicking_points_allowed","fumbles_recovered_allowed","fumbles_lost_allowed","total_fumbles_allowed","tackles_allowed","tackles_for_loss_allowed","sacks_allowed","qb_hurries_allowed","interceptions_allowed","passes_deflected_allowed","turnovers_allowed","defensive_tds_allowed","total_penalties_yards_allowed","possession_time_allowed","season","champion"
"1",282780008,"Florida","SEC","away","Arkansas","SEC",38,"514","243","19-29","2","8.1","1","24","0","38","278","3","7.3","25","6-13","3-3","2","25","0",NA,NA,NA,"8","1","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"12-110","20:30",7,"361","228","24-38","0","5.8","1","13","0","25","141","1","5.6","20","5-12","0-2","2","6","0",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,"1",NA,"2",NA,"9-75","16:10",2008,TRUE
"2",283270057,"Florida","SEC","home","The Citadel","Southern",70,"705","311","17-22","4","14.1","3","39","0","37","394","6","10.6","28","6-8","1-1","6","31","0",NA,NA,NA,"10","0","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"3-25","15:06",19,"317","190","17-37","2","5.8",NA,NA,NA,"38","103","1","2.7","18","9-19","2-2",NA,NA,NA,"232","0","10","1","0","0",NA,NA,NA,NA,NA,"3",NA,"3",NA,"0-0","21:34",2008,TRUE
"3",282430057,"Florida","SEC","home","Hawai'i","Western Athletic",56,"406","159","10-17","1","8.9","4","112","2","38","255","4","6.7","20","5-10","1-1","4","95","1",NA,NA,NA,"8","2","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"13-90","16:00",10,"241","209","21-39","1","4.6",NA,NA,NA,"24","60","0","2.5","16","2-11","0-1","1","-2","0",NA,NA,NA,"4","0","2",NA,NA,NA,NA,NA,"4",NA,"6",NA,"7-60","20:40",2008,TRUE
"4",282642633,"Florida","SEC","away","Tennessee","SEC",30,"243","98","8-15","2","6.4","1","3","0","39","147","0","3.8","16","8-13","0-1","3","92","1",NA,NA,NA,"12","2","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"9-57","18:33",6,"258","162","18-28","0","5.8",NA,NA,NA,"31","96","1","3.1","16","4-11","0-2","1","3","0",NA,NA,NA,NA,"0","2",NA,NA,NA,NA,NA,"1",NA,"3",NA,"9-95","18:00",2008,TRUE
"5",282710057,"Florida","SEC","home","Ole Miss","SEC",30,"443","346","24-38","1","8.4","1","5","0","35","124","3","3.5","24","1-11","2-4","4","26","0",NA,NA,NA,"6","0","3",NA,NA,NA,NA,NA,"0",NA,"3",NA,"5-35","18:59",31,"325","195","9-21","2","8.8",NA,NA,NA,"38","140","2","3.7","10","5-15","1-2","2","11","0",NA,NA,NA,"7","3","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"10-69","17:41",2008,TRUE
"6",282990057,"Florida","SEC","home","Kentucky","SEC",63,"446","232","13-18","3","12.9","1","40","1","41","214","5","5.2","23","4-8","2-3","4","79","0",NA,NA,NA,"9","0","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"7-62","17:03",5,"268","131","17-36","0","3.5","1","3","0","33","141","0","4.3","17","5-17","1-2","1","2","0",NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"3-30","19:37",2008,TRUE
"7",283410057,"Florida","SEC","home","Alabama","SEC",31,"358","218","14-22","3","9.8","1","24","0","42","142","1","3.4","19","7-13","0-0","4","25","0",NA,NA,NA,"7","0","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"6-45","19:24",20,"323","198","12-25","0","7.5",NA,NA,NA,"33","136","2","4.1","18","5-12","0-1","3","20","0",NA,NA,NA,"8","0","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"2-31","17:16",2008,TRUE
"8",283340052,"Florida","SEC","away","Florida State","ACC",45,"502","193","12-22","3","8.4","3","24","0","46","317","3","6.9","22","6-12","0-1","2","26","0",NA,NA,NA,"9","2","1",NA,NA,NA,NA,NA,"0",NA,"1",NA,"8-71","20:16",15,"242","175","10-32","0","4.4",NA,NA,NA,"33","102","1","3.1","17","3-14","0-2","1","0","0",NA,NA,NA,"9","1","2",NA,NA,NA,NA,NA,"3",NA,"5",NA,"7-55","15:21",2008,TRUE
"9",282850057,"Florida","SEC","home","LSU","SEC",51,"475","222","14-21","2","10.0","2","55","1","41","265","3","6.5","22","5-10","0-0","2","47","0",NA,NA,NA,"15","1","2",NA,NA,NA,NA,NA,"0",NA,"2",NA,"6-53","19:40",21,"321","256","25-41","2","5.9",NA,NA,NA,"26","80","1","3.1","19","4-11","0-2","2","0","0",NA,NA,NA,"3","2","1",NA,NA,NA,NA,NA,"2",NA,"3",NA,"6-40","17:00",2008,TRUE
"10",283060061,"Florida","SEC","away","Georgia","SEC",49,"373","194","13-17","3","11.1","3","152","0","38","185","4","4.9","22","4-9","1-1","1","0","0",NA,NA,NA,"7","1","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"8-60","17:32",10,"398","308","20-37","1","7.9",NA,NA,NA,"29","106","0","3.7","21","4-12","1-2","3","6","0",NA,NA,NA,"4","0","1",NA,NA,NA,NA,NA,"3",NA,"4",NA,"8-49","19:08",2008,TRUE
"11",282500057,"Florida","SEC","home","Miami","ACC",26,"345","265","21-35","2","7.3",NA,NA,NA,"27","89","1","3.3","17","8-16","0-0","7","59","0",NA,NA,NA,"6","0","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"5-35","17:27",3,"140","99","12-22","0","3.6",NA,NA,NA,"37","61","0","1.6","11","5-16","1-1","2","20","0",NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"4-33","19:06",2008,TRUE
"12",283200057,"Florida","SEC","home","South Carolina","SEC",56,"519","184","13-22","2","7.9","3","49","1","41","346","5","8.4","20","6-13","1-1","7","60","0",NA,NA,NA,"8","1","2",NA,NA,NA,NA,NA,"0",NA,"2",NA,"5-45","18:10",6,"173","138","19-37","0","3.2",NA,NA,NA,"25","53","0","2.1","11","1-15","1-1","2","0","0",NA,NA,NA,"6","2","1",NA,NA,NA,NA,NA,"3",NA,"4",NA,"9-54","18:39",2008,TRUE
"13",283130238,"Florida","SEC","away","Vanderbilt","SEC",42,"422","203","15-21","3","9.1","1","0","0","38","231","3","6.1","24","5-8","0-0","4","26","0",NA,NA,NA,"6","0","1",NA,NA,NA,NA,NA,"1",NA,"2",NA,"7-70","16:39",14,"264","124","12-22","2","5.2","1","24","0","39","150","0","3.8","15","5-14","1-2","1","0","0",NA,NA,NA,"2","1","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"9-80","19:59",2008,TRUE
"14",401110828,"LSU","SEC","away","Mississippi State","SEC",36,"413","327","25-35","4","9.3","2","9","0","25","86","0","3.4","21","3-11","0-0","1","2","0","24","0","2","12","0","0","2","35","5","4","8","0","8","0","0","7-88","25:39",13,"340","238","17-28","1","8.5",NA,NA,NA,"37","102","1","2.8","21","3-12","0-2","2","3","0","28","0","1","1","0","1","2","30","6","3","2","2","14","3","0","13-109","34:21",2019,TRUE
"15",401110833,"LSU","SEC","home","Auburn","SEC",23,"508","321","32-42","1","7.6","1","0","0","46","187","2","4.1","30","9-19","0-2","2","7","0","0","0","1","5","0","1","2","31","8","3","3","1","6","2","0","12-118","33:02",20,"287","157","15-36","1","4.4","1","0","0","33","130","1","3.9","16","5-18","1-1","1","3","0","59","0","2","8","2","0","2","80","12","6","0","1","6","1","0","15-98","26:58",2019,TRUE
"16",401110842,"LSU","SEC","away","Alabama","SEC",46,"559","393","31-39","3","10.1","1","16","0","40","166","3","4.2","30","8-15","0-0","2","19","0","19","0","1","10","1","1",NA,"33","7","1","5","0","6","1","0","4-35","34:04",41,"541","418","21-40","4","10.5",NA,NA,NA,"28","123","1","4.4","22","6-15","3-5","1","77","1","91","0","5","5","1","1",NA,"45","6","5","7","1","0","2","1","7-53","25:26",2019,TRUE
"17",401110859,"LSU","SEC","home","Arkansas","SEC",56,"612","352","25-32","3","11.0",NA,NA,NA,"16","260","5","16.3","25","2-5","0-0","1","1","0","0","0","1","8","0","1",NA,"30","11","3","1","0","6","1","0","5-63","19:06",20,"304","190","13-28","1","6.8",NA,NA,NA,"43","114","1","2.7","19","5-17","1-1",NA,NA,NA,"16","0","1","8","1","0",NA,"18","2","0","0","0","2","0","0","7-50","40:54",2019,TRUE
"18",401110819,"LSU","SEC","home","Florida","SEC",42,"511","293","21-24","3","12.2","1","0","0","24","218","3","9.1","22","1-4","0-0",NA,NA,NA,"20","0","4","6","0","0",NA,"92","10","2","8","0","9","0","0","4-28","21:41",28,"457","311","24-44","4","7.1",NA,NA,NA,"40","146","0","3.7","28","9-17","1-2",NA,NA,NA,NA,NA,NA,"4","0","0",NA,"64","2","0","0","1","3","1","0","5-39","38:19",2019,TRUE
"19",401110813,"LSU","SEC","home","Utah State","Mountain West",42,"601","353","28-39","5","9.1","3","5","0","51","248","1","4.9","32","11-17","0-1","1","10","0","38","0","1","6","0","1","6","62","10","4","2","1","2","2","0","5-41","41:03",6,"159","140","16-31","0","4.5","1","19","0","22","19","0","0.9","10","1-12","0-0",NA,NA,NA,"21","0","1","6","2","0","0","120","4","4","4","3","4","3","0","3-25","18:57",2019,TRUE
"20",401110790,"LSU","SEC","home","Northwestern State","Southland",65,"610","488","29-33","2","14.8",NA,NA,NA,"35","122","6","3.5","31","5-7","0-0","4","108","1","76","0","3","11","0","0",NA,"46","4","1","0","1","9","1","2","4-55","26:22",14,"278","232","23-41","2","5.7","1","8","0","23","46","0","2.0","15","6-17","0-2",NA,NA,NA,"16","0","1","2","0","0",NA,"38","10","1","1","0","2","0","0","3-34","33:38",2019,TRUE
"21",401110725,"LSU","SEC","home","Georgia Southern","Sun Belt",55,"472","350","30-39","5","9.0",NA,NA,NA,"33","122","2","3.7","22","8-14","1-1","4","52","0","0","0","1","13","2","0",NA,"21","10","2","1","0","2","0","0","7-70","31:28",3,"98","24","4-11","0","2.2",NA,NA,NA,"39","74","0","1.9","8","1-12","0-0",NA,NA,NA,"13","0","1","3","0","2","4","60","7","0","0","0","10","2","0","5-20","28:32",2019,TRUE
"22",401110778,"LSU","SEC","away","Texas","Big 12",45,"573","471","31-39","4","12.1",NA,NA,NA,"29","102","1","3.5","28","6-12","0-0","1","11","0",NA,NA,NA,"13","0","0",NA,"51","7","5","3","1","5","1","0","6-65","26:07",38,"530","409","32-48","4","8.5","1","8","0","37","121","1","3.3","30","8-15","1-3","1","2","0",NA,NA,NA,"8","0","0","1","44","6","4","1","0","2","0","0","6-50","33:53",2019,TRUE
"23",401110850,"LSU","SEC","away","Ole Miss","SEC",58,"714","489","32-42","5","11.6","1","40","0","39","225","2","5.8","35","7-12","1-1",NA,NA,NA,"0","0","2","16","0","0",NA,"24","5","0","0","2","4","2","0","4-35","32:51",37,"614","212","15-27","1","7.9","2","0","0","44","402","4","9.1","26","2-11","1-4",NA,NA,NA,"30","0","1","3","0","0",NA,"31","5","3","4","1","4","1","0","5-50","27:09",2019,TRUE
"24",401110869,"LSU","SEC","home","Texas A&M","SEC",50,"553","425","25-36","4","11.8","3","0","0","39","128","2","3.3","31","4-11","1-1",NA,NA,NA,"26","0","2","12","0","0",NA,"24","7","6","5","0","6","0","0","9-72","33:54",7,"169","97","11-34","0","2.9",NA,NA,NA,"26","72","1","2.8","12","2-13","1-3","1","21","0",NA,NA,NA,"1","0","0",NA,"35","7","4","0","3","6","3","0","9-60","25:22",2019,TRUE
"25",401110805,"LSU","SEC","away","Vanderbilt","SEC",66,"599","418","26-38","6","11.0","2","0","0","36","181","2","5.0","26","7-15","1-1","4","25","1","68","0","4","12","0","1","2","35","18","3","3","1","18","2","1","6-54","27:27",38,"374","229","19-39","1","5.9","1","47","1","34","145","2","4.3","17","6-17","1-2","1","11","0",NA,NA,NA,"8","2","0","0","72","12","4","4","2","2","2","1","3-27","32:33",2019,TRUE
"26",401132981,"LSU","SEC","home","Georgia","SEC",37,"481","349","28-38","4","9.2","2","17","0","36","132","0","3.7","26","9-16","0-0",NA,NA,NA,NA,NA,NA,"13","0","0",NA,"31","4","3","1","0","4","0","0","5-45","33:38",10,"286","225","20-43","1","5.2",NA,NA,NA,"25","61","0","2.4","20","3-13","3-3",NA,NA,NA,NA,NA,NA,"4","0","0",NA,"47","3","2","5","2","3","2","0","3-17","26:22",2019,TRUE
"27",401628455,"Ohio State","Big Ten","home","Akron","Mid-American",52,"404","234","18-31","3","7.5","2","29","1","33","170","2","5.2","24","9-14","0-1","4","60","0","23","0","1","10","1","0","1","32","10","5","1","0","3","0","2","7-45","25:57",6,"177","130","18-29","0","4.5",NA,NA,NA,"35","47","0","1.3","11","4-16","2-3",NA,NA,NA,NA,NA,NA,"6","0","1","1","29","0","0","0","2","5","3","0","5-35","34:03",2024,TRUE
"28",401628545,"Ohio State","Big Ten","home","Purdue","Big Ten",45,"433","260","21-31","3","8.4","1","24","0","35","173","2","4.9","24","5-12","2-3","1","7","0","18","0","1","9","1","0","0","27","5","4","5","0","6","0","1","3-44","30:49",0,"206","108","9-21","0","5.1",NA,NA,NA,"38","98","0","2.6","15","2-12","0-3","1","0","0",NA,NA,NA,"0","0","1","1","36","3","1","0","1","3","2","0","0-0","29:11",2024,TRUE
"29",401628530,"Ohio State","Big Ten","home","Nebraska","Big Ten",21,"285","221","13-16","3","13.8","1","0","0","31","64","0","2.1","11","1-10","1-2","1","8","0","33","0","2","3","0","0","1","39","13","3","0","1","1","1","0","3-36","24:53",17,"273","152","21-33","0","4.6","1","34","0","33","121","1","3.7","18","5-16","0-1","1","3","0","0","0","1","9","0","0","2","27","7","2","0","1","1","1","0","7-62","35:07",2024,TRUE
"30",401628539,"Ohio State","Big Ten","away","Penn State","Big Ten",20,"361","182","16-24","2","7.6","1","0","0","38","179","0","4.7","21","6-13","1-1",NA,NA,NA,"16","0","1","8","0","1","1","28","3","2","0","1","3","2","0","2-15","31:29",13,"270","150","13-21","0","7.1","1","31","1","32","120","0","3.8","15","3-11","1-2","2","21","0","66","0","3","7","1","0",NA,"36","6","3","0","1","3","1","1","5-45","28:31",2024,TRUE
"31",401628550,"Ohio State","Big Ten","away","Northwestern","Big Ten",31,"420","247","15-24","2","10.3",NA,NA,NA,"33","173","2","5.2","19","4-10","2-3","2","29","0","21","0","2","7","1","0","0","34","6","4","4","0","6","0","0","3-32","28:00",7,"251","201","21-36","0","5.6",NA,NA,NA,"30","50","1","1.7","17","6-16","2-4",NA,NA,NA,NA,NA,NA,"1","0","1","3","30","2","1","2","0","3","1","0","2-10","32:00",2024,TRUE
"32",401628498,"Ohio State","Big Ten","away","Michigan State","Big Ten",38,"483","298","26-40","3","7.5","1","31","0","35","185","2","5.3","23","8-17","3-4","2","19","0",NA,NA,NA,"8","2","0","2","26","7","4","2","1","2","1","0","4-40","35:43",7,"246","199","16-25","1","8.0","1","36","0","25","47","0","1.9","13","2-9","0-1",NA,NA,NA,NA,NA,NA,"1","0","2","2","43","3","0","3","1","2","3","0","2-19","24:17",2024,TRUE
"33",401628504,"Ohio State","Big Ten","home","Iowa","Big Ten",35,"412","209","21-25","4","8.4","1","45","0","40","203","1","5.1","21","7-11","1-2","1","3","0","14","0","1","5","2","1","2","28","9","4","1","1","1","2","0","1-10","34:46",7,"226","110","15-21","0","5.2","1","0","0","27","116","1","4.3","10","5-12","0-0","1","12","0","19","0","1","1","1","2","2","35","2","1","1","1","1","3","0","1-5","25:14",2024,TRUE
"34",401628555,"Ohio State","Big Ten","home","Indiana","Big Ten",38,"316","201","22-26","2","7.7",NA,NA,NA,"29","115","2","4.0","14","4-11","2-3","3","91","1","19","0","1","8","1","0","0","27","8","5","1","1","1","1","1","8-58","29:20",15,"153","68","8-18","0","3.8","1","0","0","40","85","2","2.1","16","6-14","1-2","1","12","0",NA,NA,NA,"1","0","1","2","30","3","0","0","0","3","1","0","3-15","30:40",2024,TRUE
"35",401628566,"Ohio State","Big Ten","home","Michigan","Big Ten",10,"252","175","19-33","1","5.3","2","12","0","26","77","0","3.0","16","6-16","1-2",NA,NA,NA,"0","0","1","4","0","0",NA,"26","3","0","1","2","2","2","0","2-19","26:25",13,"235","62","9-16","0","3.9","2","11","0","41","173","1","4.2","13","7-14","0-1","1","2","0","17","0","2","7","0","0",NA,"30","4","0","3","2","4","2","0","4-50","33:35",2024,TRUE
"36",401628515,"Ohio State","Big Ten","away","Oregon","Big Ten",31,"467","326","28-35","2","9.3",NA,NA,NA,"33","141","2","4.3","21","4-12","2-2",NA,NA,NA,NA,NA,NA,"7","0","1","2","31","2","0","2","0","5","1","0","8-70","33:04",32,"496","341","23-34","2","10.0",NA,NA,NA,"31","155","2","5.0","18","6-14","1-2","1","0","0",NA,NA,NA,"8","1","0","0","36","3","1","4","0","0","0","0","3-25","26:56",2024,TRUE
"37",401628468,"Ohio State","Big Ten","home","Western Michigan","Mid-American",56,"683","410","25-33","2","12.4",NA,NA,NA,"39","273","6","7.0","30","3-10","2-2","6","6","0","0","0","1","8","0","0","2","26","5","3","2","0","5","0","0","6-58","34:36",0,"99","71","8-17","0","4.2",NA,NA,NA,"31","28","0","0.9","6","3-15","0-0","2","-5","0","30","0","2","0","0","0","1","44","5","2","2","0","5","0","0","1-2","25:24",2024,TRUE
"38",401628492,"Ohio State","Big Ten","home","Marshall","Sun Belt",49,"569","289","18-26","2","11.1",NA,NA,NA,"31","280","5","9.0","23","4-8","1-1","1","21","0",NA,NA,NA,"7","0","0",NA,"39","7","1","0","1","3","1","0","5-54","23:45",14,"264","139","18-27","1","5.1","1","0","0","43","125","1","2.9","18","7-17","1-2",NA,NA,NA,"20","0","1","2","0","0",NA,"24","3","1","0","0","2","0","0","8-52","36:15",2024,TRUE
"39",401237093,"Alabama","SEC","home","Texas A&M","SEC",52,"539","435","20-27","4","16.1","2","47","1","27","104","2","3.9","22","5-9","0-0","1","11","0",NA,NA,NA,"10","0","0",NA,"41","5","0","8","1","4","1","1","6-40","22:03",24,"450","335","26-47","3","7.1","1","43","0","30","115","0","3.8","25","10-17","0-2",NA,NA,NA,NA,NA,NA,"6","0","0",NA,"32","3","1","1","2","2","2","0","7-58","37:41",2020,TRUE
"40",401237114,"Alabama","SEC","away","Tennessee","SEC",48,"583","417","28-36","0","11.6",NA,NA,NA,"39","166","5","4.3","30","7-12","0-0","1","4","0","15","0","1","12","1","1",NA,"42","8","0","1","0","8","1","1","7-45","33:38",17,"302","163","14-25","2","6.5",NA,NA,NA,"38","139","0","3.7","16","4-16","2-4",NA,NA,NA,"33","0","2","5","1","1",NA,"51","5","2","1","0","5","1","0","8-33","25:22",2020,TRUE
"41",401237119,"Alabama","SEC","home","Mississippi State","SEC",41,"501","291","24-33","4","8.8","2","26","1","40","210","0","5.3","26","7-14","1-2","4","26","0","17","0","1","11","1","1",NA,"32","6","2","8","0","9","1","1","10-71","31:27",0,"200","163","28-48","0","3.4",NA,NA,NA,"15","37","0","2.5","12","2-15","2-2",NA,NA,NA,"72","0","4",NA,"1","1",NA,"43","4","1","1","2","1","3","0","9-85","28:18",2020,TRUE
"42",401237135,"Alabama","SEC","home","Kentucky","SEC",63,"509","283","18-26","3","10.9","1","45","1","40","226","5","5.7","29","6-9","1-1","4","69","0","25","0","1","9","0","0",NA,"32","4","2","6","1","3","1","1","4-30","31:05",3,"179","120","10-25","0","4.8","1","21","0","32","59","0","1.8","12","2-13","0-1",NA,NA,NA,"81","0","4","3","0","0",NA,"36","5","1","0","1","3","1","0","7-69","28:49",2020,TRUE
"43",401237074,"Alabama","SEC","away","Florida","SEC",52,"605","418","33-43","5","9.7",NA,NA,NA,"40","187","2","4.7","33","9-15","1-2","1","20","0","70","0","4","10","2","0",NA,"39","7","5","0","1","7","1","0","8-72","34:21",46,"462","408","26-40","3","10.2","1","19","0","26","54","3","2.1","26","8-11","0-0","1","2","0","63","0","3","8","0","2",NA,"56","5","2","1","0","2","2","0","6-50","25:39",2020,TRUE
"44",401237107,"Alabama","SEC","home","Georgia","SEC",41,"564","417","24-33","4","12.6","3","64","0","43","147","1","3.4","33","6-11","0-0","1","2","0","22","0","1","11","0","0",NA,"31","4","2","4","1","10","1","0","6-43","33:59",24,"414","269","18-40","2","6.7","1","0","0","30","145","1","4.8","20","7-16","0-0",NA,NA,NA,"161","0","6","6","0","0",NA,"42","4","3","3","3","3","3","0","6-52","26:01",2020,TRUE
"45",401265817,"Alabama","SEC","away","LSU","SEC",55,"650","385","20-29","4","13.3",NA,NA,NA,"43","265","3","6.2","32","4-9","1-1",NA,NA,NA,NA,NA,NA,"13","1","1",NA,"32","7","5","2","0","5","1","0","4-43","32:52",17,"351","253","25-45","1","5.6",NA,NA,NA,"27","98","1","3.6","21","5-16","1-3",NA,NA,NA,"54","0","4","5","1","1",NA,"32","3","1","0","0","3","1","0","4-30","26:43",2020,TRUE
"46",401267164,"Alabama","SEC","away","Arkansas","SEC",52,"443","227","27-33","0","6.9","1","0","0","38","216","6","5.7","24","10-14","0-1","3","111","1","10","0","1","10","3","1",NA,"0","0","0","0","0","0","1","1","2-23","33:15",3,"188","108","9-17","0","6.4",NA,NA,NA,"43","80","0","1.9","13","5-15","0-0","1","15","0","18","0","1","3","1","3",NA,"32","1","0","0","1","1","4","0","8-36","26:45",2020,TRUE
"47",401237100,"Alabama","SEC","away","Ole Miss","SEC",63,"723","417","28-32","2","13.0",NA,NA,NA,"39","306","7","7.8","37","6-7","0-0",NA,NA,NA,"67","0","5","9","0","1",NA,"49","7","2","3","0","2","1","0","8-76","28:45",48,"658","380","22-29","2","13.1",NA,NA,NA,"56","278","4","5.0","31","9-17","4-4",NA,NA,NA,"22","0","2","12","1","0",NA,"45","2","1","2","0","2","0","0","6-67","31:01",2020,TRUE
"48",401236951,"Alabama","SEC","away","Missouri","SEC",38,"414","303","23-32","2","9.5",NA,NA,NA,"36","111","3","3.1","22","9-14","0-0",NA,NA,NA,NA,NA,NA,"8","2","1",NA,"55","8","3","1","0","1","1","0","7-49","31:48",19,"322","253","26-39","1","6.5",NA,NA,NA,"34","69","1","2.0","20","8-16","2-3","2","2","0","38","0","2","7","1","2",NA,"41","9","2","0","0","2","2","0","3-20","28:12",2020,TRUE
"49",401237142,"Alabama","SEC","home","Auburn","SEC",42,"445","302","18-26","5","11.6","2","30","0","27","143","1","5.3","20","6-10","0-0","2","18","0","21","0","1","6","0","1",NA,"47","8","3","9","0","3","1","0","4-30","23:30",13,"347","227","23-38","0","6.0",NA,NA,NA,"42","120","1","2.9","20","9-19","0-0",NA,NA,NA,"68","0","5","7","1","0",NA,"32","3","2","1","2","2","2","0","5-38","36:37",2020,TRUE
"50",252460251,"Texas","Big 12","home","Louisiana","Sun Belt",60,"591","173","13-17","3","10.2","1","4","0","52","418","5","8.0","30","6-10","0-1","7","106","0",NA,NA,NA,"6","0","1",NA,NA,NA,NA,NA,"1",NA,"2",NA,"0-0","17:21",3,"238","188","16-33","0","5.0","1","11","0","34","72","0","2.1","11","5-18","1-2",NA,NA,NA,NA,NA,NA,"3","1","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"0-0","19:19",2005,FALSE
"51",252600251,"Texas","Big 12","home","Rice","Conference USA",51,"483","129","11-18","0","6.8",NA,NA,NA,"47","361","5","7.7","24","5-12","0-0","5","15","0",NA,NA,NA,"9","3","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"0-0","18:38",10,"209","116","4-15","0","6.6","1","0","0","46","110","1","2.4","12","4-15","0-2","1","0","0",NA,NA,NA,"4","0","3",NA,NA,NA,NA,NA,"0",NA,"3",NA,"0-0","17:57",2005,FALSE
"52",252810251,"Texas","Big 12","home","Oklahoma","Big 12",45,"444","255","14-27","3","8.9","1","0","0","40","203","1","5.1","20","6-15","2-2","5","6","0",NA,NA,NA,"9","2","1",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0-0","18:19",12,"171","115","12-33","1","2.8",NA,NA,NA,"33","77","0","2.3","12","6-18","1-1","4","5","0",NA,NA,NA,"6","1","2",NA,NA,NA,NA,NA,"1",NA,"3",NA,"0-0","18:05",2005,FALSE
"53",252880251,"Texas","Big 12","home","Colorado","Big 12",42,"482","337","26-32","2","10.5","1","5","0","47","145","3","3.1","24","8-17","2-2","5","24","0",NA,NA,NA,"6","1","1",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0-0","23:33",17,"237","192","21-44","2","4.4",NA,NA,NA,"19","45","0","2.4","14","6-15","0-1","2","6","0",NA,NA,NA,"5","1","1",NA,NA,NA,NA,NA,"1",NA,"2",NA,"0-0","13:07",2005,FALSE
"54",253370251,"Texas","Big 12","away","Colorado","Big 12",70,"486","218","16-19","3","11.5","1","11","0","57","268","5","4.7","26","7-16","0-1","8","42","1",NA,NA,NA,"10","3","0",NA,NA,NA,NA,NA,"1",NA,"1",NA,"0-0","22:05",3,"191","109","15-32","0","3.4","1","21","0","26","82","0","3.2","12","3-14","1-2","2","3","0",NA,NA,NA,"3","0","3",NA,NA,NA,NA,NA,"1",NA,"4",NA,"0-0","14:33",2005,FALSE
"55",252950251,"Texas","Big 12","home","Texas Tech","Big 12",52,"444","239","12-22","2","10.9","1","0","0","40","205","3","5.1","21","4-10","0-1","6","123","0",NA,NA,NA,"10","1","0",NA,NA,NA,NA,NA,"2",NA,"2",NA,"0-0","14:39",17,"468","420","42-64","2","5.8","2","39","0","29","99","0","3.4","29","5-16","2-3","3","6","0",NA,NA,NA,"5","0","1",NA,NA,NA,NA,NA,"1",NA,"2",NA,"0-0","21:55",2005,FALSE
"56",252530194,"Texas","Big 12","away","Ohio State","Big Ten",25,"382","285","18-29","2","9.3",NA,NA,NA,"38","112","0","2.9","19","4-12","0-1","2","1","0",NA,NA,NA,"11","1","1",NA,NA,NA,NA,NA,"2",NA,"3",NA,"0-0","18:30",22,"255","163","14-26","1","5.5","2","24","0","36","111","0","3.1","13","5-15","0-0","1","8","0",NA,NA,NA,"16","1","1",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0-0","18:02",2005,FALSE
"57",252740142,"Texas","Big 12","away","Missouri","Big 12",51,"585","249","15-22","2","10.7","1","30","0","50","349","4","7.0","23","4-10","0-2","5","129","1",NA,NA,NA,"9","3","1",NA,NA,NA,NA,NA,"1",NA,"2",NA,"0-0","18:10",20,"330","220","21-39","0","4.9","1","0","0","47","139","3","3.0","27","7-18","1-2",NA,NA,NA,NA,NA,NA,"2","1","3",NA,NA,NA,NA,NA,"1",NA,"4",NA,"0-0","18:31",2005,FALSE
